,,CPU,,,,Net Read KBPS,,,,Net Write KBPS,,,,Disk Read KBPS,,,,Disk Write KBPS,
,Mode A,Mode B,Mode C,,Mode A,Mode B,Mode C,,Mode A,Mode B,Mode C,,Mode A,Mode B,Mode C,,Mode A,Mode B,Mode C
250,45,48,51,250,687,1396,698,250,16594,34379,16667,250,0,4,8,250,194,180,353
250,46,48,50,250,708,1396,707,250,17018,34479,17122,250,3,0,0,250,56,68,120
250,46,47,51,250,696,1353,712,250,16725,32904,17264,250,9,0,3,250,74,86,58
250,47,46,51,250,706,1400,698,250,17127,34282,16631,250,0,4,0,250,250,213,403
250,46,46,50,250,726,1387,706,250,17752,34347,16741,250,0,0,0,250,46,34,51
250,45,47,50,250,705,1385,717,250,16910,34144,17319,250,0,0,2,250,43,239,38
250,45,45,51,250,711,1396,700,250,17352,34112,16545,250,0,0,4,250,178,182,419
250,45,47,51,250,706,1401,715,250,17009,34234,17103,250,0,0,0,250,39,36,90
250,45,48,51,250,716,1382,728,250,17501,33705,17566,250,0,7,0,250,137,130,42
250,44,47,50,250,697,1392,701,250,16721,33910,16976,250,0,3,0,250,187,226,356
250,46,48,50,250,719,1383,703,250,17264,33879,16931,250,14,0,0,250,115,34,46
250,46,49,51,250,709,1402,715,250,17340,34564,17530,250,0,10,319,250,58,200,136
250,45,48,52,250,695,1417,701,250,16756,34927,17115,250,0,567,0,250,180,200,447
250,45,48,51,250,696,1339,690,250,16848,32189,16667,250,0,0,0,250,40,94,91
275,45,48,50,275,700,1394,718,275,16958,34451,17392,275,371,0,7,275,42,230,39
275,46,47,49,275,696,1362,707,275,16755,33171,16993,275,444,0,0,275,597,392,380
275,47,47,50,275,711,1388,685,275,17315,34009,16481,275,0,0,0,275,45,43,52
275,45,47,50,275,698,1397,698,275,16899,34118,16691,275,0,6,6,275,66,115,36
275,46,48,49,275,726,1381,698,275,17882,33571,16655,275,7,0,0,275,186,212,384
275,46,48,50,275,701,1370,706,275,16987,33290,17254,275,0,7,0,275,84,81,34
275,45,48,49,275,700,1408,717,275,16910,34487,17588,275,0,0,0,275,36,105,47
275,46,47,50,275,731,1385,694,275,17758,33876,16707,275,0,0,0,275,381,182,593
275,46,47,51,275,708,1405,703,275,17109,34657,16849,275,4,0,7,275,44,30,44
275,46,48,50,275,703,1401,711,275,16794,34455,17220,275,7,4,0,275,78,147,86
275,46,48,50,275,717,1455,727,275,17508,36350,17849,275,0,0,0,275,379,216,383
275,46,48,51,275,717,1365,707,275,17396,33162,17009,275,0,0,0,275,47,38,37
275,45,47,50,275,688,1352,703,275,16365,33055,17022,275,0,20,0,275,50,146,41
275,46,47,51,275,708,1395,686,275,17128,34609,16414,275,0,8,15,275,396,241,443
275,45,48,51,275,711,1353,694,275,17116,32825,16554,275,0,0,0,275,36,46,83
275,45,44,34,275,737,1333,496,275,18344,32895,12044,275,0,0,0,275,42,102,33
275,37,22,47,275,554,609,649,275,13486,14623,15486,275,0,0,0,275,205,155,350
275,54,54,56,275,787,1529,765,275,19054,37361,18294,275,2,0,4,275,47,35,84
275,56,53,56,275,779,1564,770,275,18868,38668,18549,275,7,5,6,275,128,156,92
275,56,55,56,275,774,1543,760,275,18741,37816,18190,275,6,0,2,275,442,230,479
275,54,55,57,275,769,1530,772,275,18546,37711,18483,275,0,0,0,275,34,32,63
275,54,56,56,275,787,1559,780,275,19087,38263,18778,275,0,7,0,275,74,339,39
275,56,57,55,275,777,1485,762,275,18681,36070,18366,275,0,38,0,275,448,272,450
275,53,55,55,275,771,1554,798,275,18389,37671,19403,275,0,166,0,275,40,134,51
275,56,55,54,275,784,1595,764,275,18706,39254,18236,275,1216,0,0,275,82,160,40
275,55,54,55,275,796,1545,767,275,19169,37675,18355,275,2,0,0,275,451,248,386
275,55,56,54,275,788,1499,760,275,18967,36343,18339,275,4,8,0,275,80,188,50
275,56,55,55,275,753,1519,772,275,18002,37099,18650,275,4,0,0,275,103,169,48
275,55,54,57,275,766,1534,777,275,18252,37475,18874,275,0,0,31,275,861,188,436
275,54,55,58,275,777,1525,786,275,18564,37111,19064,275,0,0,0,275,38,66,40
275,54,54,56,275,781,1533,756,275,18916,37289,18126,275,6,2,0,275,85,103,103
275,55,53,59,275,777,1542,776,275,18852,37831,18841,275,0,0,8,275,394,206,506
275,55,54,58,275,780,1548,776,275,18843,37827,18742,275,0,0,0,275,34,48,70
275,53,53,58,275,767,1507,755,275,18617,36592,17965,275,0,0,0,275,64,49,45
275,54,53,56,275,765,1558,775,275,18253,37856,18430,275,0,3,0,275,295,233,565
275,55,54,55,275,777,1580,771,275,18640,38696,18547,275,0,0,0,275,50,58,69
275,53,54,56,275,784,1563,778,275,18823,38176,18658,275,0,0,0,275,38,262,54
275,54,54,56,275,771,1508,790,275,18372,36288,19008,275,0,0,0,275,383,189,409
275,54,52,55,275,773,1529,768,275,18464,36917,18248,275,7,5,0,275,123,102,40
275,55,53,55,275,789,1525,777,275,18994,36774,18448,275,0,0,0,275,50,161,36
275,56,52,54,275,783,1567,754,275,18843,38127,18004,275,0,0,0,275,300,200,382
275,54,56,56,275,782,1563,799,275,18744,38309,19652,275,0,17,0,275,57,88,44
275,54,56,55,275,774,1538,779,275,18522,37083,18932,275,6,3,0,275,86,212,39
275,56,54,54,275,790,1552,767,275,18977,37486,18614,275,6,0,0,275,519,204,371
275,55,55,54,275,750,1588,765,275,17739,38898,18456,275,0,0,0,275,71,35,48
275,54,55,54,275,789,1549,753,275,18895,37656,18006,275,0,0,0,275,56,216,38
275,55,53,56,275,764,1541,775,275,18366,37438,18776,275,0,0,0,275,393,188,382
275,52,54,56,275,751,1552,764,275,17975,38263,18216,275,0,0,1140,275,38,43,80
275,53,54,57,275,765,1509,783,275,18274,36601,18649,275,0,0,623,275,50,216,800
275,54,53,57,275,769,1549,783,275,18447,38067,18702,275,0,0,4,275,297,191,463
275,54,57,56,275,780,1521,774,275,18766,37277,18380,275,0,8,15,275,35,236,118
275,53,56,56,275,758,1518,789,275,18203,37107,18816,275,0,0,0,275,33,257,87
275,53,54,56,275,768,1537,774,275,18451,37679,18518,275,0,10,0,275,395,228,379
275,53,54,55,275,785,1549,766,275,19035,38178,18471,275,0,3,8,275,41,90,72
275,53,55,56,275,784,1515,770,275,18760,36728,18459,275,0,4,3,275,36,320,46
275,54,54,56,275,787,1560,777,275,19050,38484,18762,275,0,0,15,275,283,194,485
275,53,55,57,275,787,1513,761,275,19117,36494,18174,275,0,0,7,275,32,60,95
300,53,55,57,300,766,1547,798,300,18468,37830,19484,300,0,4,5,300,40,232,75
300,54,55,57,300,765,1523,761,300,18473,36951,18260,300,776,5,20,300,526,258,485
300,54,54,59,300,767,1505,788,300,18441,36400,18936,300,0,0,3,300,154,78,142
300,55,54,56,300,789,1513,789,300,19185,36729,19050,300,0,36,0,300,43,134,55
300,54,56,56,300,788,1553,790,300,19122,37997,19164,300,0,5,0,300,326,263,437
300,53,58,56,300,761,1564,782,300,18331,38292,18695,300,0,48,0,300,36,86,64
300,53,55,54,300,794,1518,796,300,19334,36927,19364,300,0,4,0,300,65,540,44
300,54,55,55,300,760,1521,782,300,18301,37002,18628,300,0,9,0,300,292,228,385
300,53,55,55,300,761,1512,787,300,18324,36713,18907,300,0,7,0,300,37,182,49
300,53,55,54,300,790,1517,759,300,19219,36738,18106,300,12,0,0,300,53,95,40
300,55,56,55,300,774,1550,798,300,18562,38013,19403,300,7,0,0,300,434,196,376
300,55,54,55,300,780,1562,772,300,18869,38432,18662,300,0,0,20,300,63,941,78
300,55,53,58,300,757,1547,760,300,18002,37875,18145,300,0,0,898,300,62,41,305
300,48,54,39,300,663,1535,550,300,15855,37350,13176,300,7,0,0,300,486,196,434
300,43,25,64,300,611,652,823,300,14342,15945,19762,300,6,254,5,300,57,132,36
300,61,66,68,300,836,1688,845,300,20270,41709,20323,300,0,0,0,300,72,59,111
300,62,64,67,300,841,1672,837,300,20435,40695,19977,300,4,0,4,300,533,171,379
300,62,65,66,300,845,1668,854,300,20440,40860,20492,300,5,283,0,300,65,244,78
300,61,65,68,300,844,1716,858,300,20358,42566,20566,300,0,2,7,300,44,171,56
300,63,63,69,300,845,1655,849,300,20520,40774,20464,300,0,5,0,300,390,280,469
300,61,66,67,300,823,1713,843,300,19643,42576,20133,300,0,0,0,300,41,74,38
300,63,64,67,300,847,1671,842,300,20398,41061,20085,300,8,1,0,300,35,81,40
300,64,63,66,300,856,1706,840,300,20903,42660,20102,300,2,0,0,300,374,256,416
300,61,64,66,300,850,1671,843,300,20518,41036,20103,300,0,0,0,300,53,55,40
300,62,64,65,300,841,1650,809,300,20280,40425,19178,300,8,7,0,300,79,42,40
300,63,65,66,300,871,1673,830,300,21302,41001,19820,300,5,0,0,300,456,248,414
300,61,64,69,300,840,1635,837,300,20229,39806,19963,300,0,0,6,300,40,44,44
300,61,64,68,300,826,1665,869,300,19664,40698,21026,300,0,0,21,300,42,34,80
300,66,63,69,300,853,1654,843,300,20541,40374,20122,300,0,0,14,300,395,202,474
300,62,63,68,300,846,1701,848,300,20344,41907,20307,300,0,0,0,300,32,59,112
300,61,64,68,300,850,1714,850,300,20411,42295,20406,300,0,0,0,300,48,38,39
300,62,63,66,300,835,1676,825,300,19975,40711,19721,300,4,0,0,300,376,201,412
300,64,63,69,300,867,1664,845,300,21002,40480,20324,300,6,0,4,300,45,44,55
300,63,63,69,300,817,1653,853,300,19632,40170,20597,300,0,0,0,300,79,38,94
300,62,63,67,300,835,1661,829,300,19952,40460,19704,300,0,0,0,300,427,209,418
300,63,63,69,300,846,1671,847,300,20410,40702,20312,300,0,0,7,300,34,30,46
300,63,63,69,300,844,1662,880,300,20242,40731,21686,300,4,0,0,300,95,45,95
300,64,64,67,300,855,1673,855,300,20604,40808,20517,300,303,7,0,300,449,205,410
300,63,65,68,300,844,1665,861,300,20364,40928,20818,300,0,0,0,300,108,76,38
300,63,66,68,300,836,1650,846,300,19995,40376,20193,300,0,0,29,300,58,44,116
300,62,63,68,300,857,1716,832,300,20768,42923,19748,300,0,0,5,300,435,206,445
300,61,65,68,300,851,1679,855,300,20456,41204,20543,300,0,4,0,300,100,70,78
300,62,64,68,300,839,1685,875,300,20194,42129,21122,300,0,0,0,300,37,48,43
300,63,65,69,300,850,1673,861,300,20462,40701,20693,300,0,0,0,300,343,211,440
300,61,64,67,300,844,1673,829,300,20371,40910,19649,300,0,0,0,300,38,34,36
300,64,64,67,300,855,1656,853,300,20586,40514,20450,300,14,0,0,300,76,397,41
300,62,63,68,300,838,1688,831,300,19966,41518,19725,300,0,0,5,300,397,212,429
300,62,64,67,300,832,1695,841,300,19714,42015,20067,300,0,3,0,300,34,33,74
300,62,63,67,300,834,1562,855,300,19597,37045,20452,300,0,0,0,300,39,250,33
300,63,70,68,300,845,1690,850,300,19998,41415,20326,300,2,3769,0,300,464,451,421
300,63,66,66,300,855,1646,849,300,20354,39793,20352,300,0,7,0,300,44,42,48
300,61,66,67,300,842,1636,851,300,20210,39912,20435,300,0,26,0,300,34,535,42
300,61,66,67,300,857,1732,832,300,20986,43347,19958,300,0,0,0,300,405,1458,419
300,61,65,67,300,850,1630,833,300,20358,39953,19953,300,0,7,0,300,42,34,50
300,60,66,67,300,843,1659,861,300,20218,40619,20621,300,0,373,0,300,36,307,39
300,65,64,69,300,843,1689,882,300,20340,41507,21332,300,1141,0,7,300,587,276,454
300,62,65,68,300,852,1683,821,300,20523,41281,19384,300,0,4,0,300,52,48,37
325,60,67,68,325,841,1678,826,325,20040,40983,19868,325,0,4,0,325,36,561,48
325,63,67,68,325,833,1643,861,325,19914,39816,20719,325,43,282,0,325,864,329,411
325,63,67,68,325,838,1718,839,325,20120,42367,20182,325,0,4,0,325,135,81,52
325,63,65,68,325,845,1687,836,325,20252,41855,20007,325,10,0,0,325,96,120,53
325,64,65,68,325,836,1661,863,325,20126,40294,21067,325,0,0,0,325,527,235,410
325,62,64,67,325,828,1664,846,325,19883,40552,20309,325,5,0,0,325,41,76,38
325,62,63,68,325,843,1641,861,325,20345,39853,20795,325,5,0,5,325,114,48,88
325,44,46,55,325,578,1208,649,325,13727,29926,15316,325,0,0,351,325,107,326,502
325,72,48,77,325,918,1292,896,325,21778,31641,21051,325,0,0,5,325,294,21,90
325,71,71,77,325,898,1791,927,325,21238,44279,21799,325,0,0,0,325,60,57,71
325,72,70,75,325,911,1794,915,325,21863,43739,21384,325,55,0,0,325,91,187,452
325,74,74,77,325,937,1831,921,325,22703,45078,21615,325,7,12,0,325,388,53,36
325,74,73,77,325,938,1778,940,325,22730,43144,22324,325,0,4,0,325,76,112,42
325,72,73,76,325,945,1778,925,325,22812,43340,22134,325,0,0,0,325,43,239,440
325,74,72,78,325,927,1808,937,325,22389,44530,22816,325,5,0,0,325,332,34,52
325,74,72,78,325,914,1882,932,325,21839,46880,22388,325,0,0,800,325,50,64,419
325,77,72,78,325,915,1825,918,325,21811,45075,21906,325,1153,0,36,325,224,223,573
325,73,73,80,325,921,1828,906,325,22207,45134,21795,325,0,2,0,325,347,51,72
325,72,74,79,325,919,1810,936,325,22211,44649,22526,325,0,3,1383,325,31,93,49
325,71,72,79,325,906,1804,916,325,21628,44248,21875,325,3,0,3,325,459,240,1034
325,72,72,79,325,905,1835,905,325,21483,45058,21619,325,0,0,47,325,287,33,151
325,73,71,79,325,924,1837,915,325,22228,45171,21818,325,4,0,236,325,82,59,105
325,73,74,80,325,911,1814,924,325,21770,44182,22203,325,7,0,6,325,99,223,546
325,73,71,79,325,921,1877,929,325,22301,46360,22367,325,0,0,15,325,381,38,100
325,72,71,80,325,922,1810,897,325,22267,44164,21102,325,0,0,0,325,49,100,62
325,73,71,77,325,936,1833,916,325,22404,44966,21860,325,0,0,7,325,46,221,478
325,72,76,78,325,917,1812,905,325,21722,44444,21744,325,0,660,5,325,288,148,81
325,72,81,77,325,909,1789,900,325,21561,43596,21315,325,0,128,0,325,46,174,36
325,74,74,79,325,925,1794,904,325,22004,43743,21543,325,4,0,0,325,138,220,1174
325,74,74,78,325,926,1764,930,325,22007,42883,22327,325,0,980,0,325,292,365,38
325,74,73,78,325,930,1780,917,325,22220,43511,21783,325,0,2,8,325,26,76,92
325,71,74,78,325,928,1788,911,325,22298,44234,21760,325,0,30,0,325,65,309,638
325,72,75,79,325,896,1840,911,325,21456,45428,21775,325,2,3,0,325,282,514,50
325,74,78,79,325,926,1816,906,325,22141,44362,21462,325,4,990,0,325,77,218,33
325,73,74,78,325,917,1812,917,325,22055,44553,22002,325,26,0,0,325,60,217,533
325,76,74,79,325,911,1814,923,325,21680,44288,22124,325,0,0,0,325,355,386,58
325,72,72,77,325,913,1833,917,325,21656,44888,22029,325,0,0,15,325,37,61,64
325,73,73,78,325,939,1774,914,325,22821,43050,21837,325,0,5,2,325,68,226,549
325,72,73,79,325,921,1814,916,325,21975,44202,21911,325,0,0,18,325,262,71,179
325,70,72,81,325,912,1816,922,325,21862,44408,22078,325,0,6,5,325,63,82,108
325,73,74,78,325,923,1827,942,325,22201,44682,22836,325,2,4,0,325,78,284,527
325,73,75,78,325,925,1802,912,325,22184,43824,21632,325,0,0,0,325,294,57,40
325,72,75,77,325,911,1829,931,325,22018,45066,22200,325,4,911,0,325,54,124,42
325,71,74,78,325,909,1848,940,325,21727,45992,22431,325,0,0,0,325,81,264,474
325,72,74,76,325,904,1831,915,325,21618,45715,21694,325,0,7,0,325,256,82,43
325,74,75,76,325,937,1770,927,325,22599,43033,22313,325,8,0,0,325,84,409,47
325,75,74,77,325,919,1791,908,325,21967,44071,21756,325,0,0,0,325,51,216,451
325,74,72,79,325,929,1862,924,325,22305,46382,22313,325,6,0,92,325,296,58,45
325,73,72,78,325,927,1856,910,325,22105,45822,21714,325,0,0,2,325,72,34,120
325,72,71,79,325,911,1796,929,325,21960,43767,22367,325,0,0,4,325,48,216,473
325,72,74,78,325,934,1757,890,325,22470,42966,21146,325,0,23,0,325,222,137,121
325,70,73,79,325,927,1792,916,325,22561,44012,21772,325,0,0,2,325,44,53,49
325,72,75,78,325,905,1812,922,325,21471,44838,22120,325,0,1473,0,325,40,847,504
325,71,73,78,325,915,1786,935,325,22136,43319,22493,325,0,0,3,325,218,46,115
325,71,72,79,325,917,1808,924,325,21899,44074,22258,325,0,0,8,325,42,80,109
325,70,72,78,325,901,1782,898,325,21644,43365,21412,325,0,0,0,325,44,219,442
325,72,74,79,325,912,1816,903,325,21988,44721,21496,325,0,9,0,325,222,78,69
350,71,74,78,350,928,1816,911,350,22396,44670,21807,350,0,0,0,350,34,92,36
350,74,73,77,350,924,1852,919,350,22122,45727,22065,350,573,0,0,350,158,260,444
350,72,75,77,350,914,1757,922,350,21749,42762,22185,350,0,0,0,350,238,48,52
350,72,72,76,350,890,1790,894,350,21040,44103,21157,350,0,0,0,350,34,30,39
350,72,72,78,350,937,1788,941,350,22658,43571,22759,350,0,0,0,350,260,230,434
350,73,75,77,350,915,1836,922,350,21851,45071,22271,350,6,8,0,350,323,131,48
350,74,88,80,350,924,1775,927,350,22294,43266,22348,350,0,0,4,350,50,67,105
350,71,82,79,350,904,1860,905,350,21640,45923,21575,350,0,0,8,350,40,231,450
350,72,83,78,350,924,1779,923,350,22317,43428,22094,350,0,3,5,350,239,84,108
350,73,80,78,350,912,1821,893,350,21786,44427,21189,350,7,0,0,350,47,66,70
350,73,76,80,350,925,1749,929,350,22270,42193,22152,350,3,0,445,350,82,221,552
350,72,76,66,350,911,1852,742,350,21736,45776,17622,350,0,0,7,350,249,36,114
350,49,64,67,350,626,1469,825,350,14881,35604,19942,350,0,0,3,350,55,36,72
350,81,42,86,350,999,962,987,350,23938,23428,23527,350,0,0,0,350,46,165,570
350,82,87,85,350,982,1972,989,350,23481,48432,23591,350,0,4,0,350,231,42,39
350,83,87,86,350,971,1946,1009,350,23036,47533,24369,350,4,1015,0,350,86,454,42
350,85,90,87,350,990,1978,1030,350,23523,48406,25163,350,667,37,0,350,298,283,479
350,84,87,86,350,1011,1946,988,350,24461,47584,23482,350,0,0,0,350,264,93,46
350,82,88,90,350,1013,1953,988,350,24462,47888,23387,350,9,2,6,350,64,54,76
350,85,89,89,350,994,1966,993,350,23935,48612,24132,350,3,0,0,350,99,284,477
350,84,89,89,350,990,1929,990,350,23568,47241,23733,350,4,2,0,350,268,40,48
350,82,89,87,350,1028,1962,997,350,24825,48320,23704,350,0,0,0,350,39,79,41
350,83,87,86,350,984,1945,1006,350,23291,47539,24244,350,0,0,0,350,73,228,472
350,82,88,87,350,985,1932,1021,350,23356,47432,24567,350,0,0,0,350,240,36,46
350,83,87,84,350,999,1954,966,350,23948,47941,22886,350,0,0,0,350,36,35,35
350,82,86,89,350,1010,1931,1015,350,24417,47311,24580,350,0,0,0,350,48,235,470
350,82,85,87,350,1001,1962,986,350,24009,48710,23798,350,0,0,0,350,243,40,38
350,83,84,87,350,989,1903,984,350,23507,46250,23428,350,0,0,0,350,35,58,44
350,80,87,87,350,1019,1973,990,350,24412,48684,23777,350,0,2,0,350,41,244,471
350,82,88,87,350,978,1937,1004,350,23312,47411,24134,350,0,0,0,350,249,72,38
350,81,87,86,350,996,1947,979,350,23853,47587,23366,350,0,0,0,350,36,42,44
350,82,85,87,350,1014,1948,1002,350,24295,47342,24014,350,0,0,0,350,45,227,477
350,85,89,87,350,991,1957,991,350,23751,47943,23887,350,10,2,0,350,1103,90,40
350,81,87,86,350,989,1978,999,350,23541,48134,23985,350,0,0,0,350,35,34,39
350,80,86,86,350,993,1997,1010,350,23880,49182,24174,350,0,0,0,350,41,232,477
350,81,85,86,350,1014,1987,983,350,24380,48811,23151,350,2,0,0,350,372,43,49
350,84,84,87,350,992,1959,1009,350,23833,47890,23953,350,5,0,0,350,82,38,38
350,85,86,86,350,978,1970,986,350,23213,48564,23168,350,0,3,0,350,36,267,484
350,83,89,86,350,1007,1952,974,350,24216,47912,23190,350,0,0,0,350,307,41,37
350,83,86,85,350,988,1971,1003,350,23498,48635,24006,350,0,0,0,350,41,41,40
350,83,86,86,350,998,1934,988,350,23964,47192,23793,350,0,0,0,350,37,239,470
350,82,86,88,350,1007,1932,984,350,24219,47263,23458,350,0,0,4,350,240,34,88
350,88,89,89,350,973,1928,976,350,23066,46911,23226,350,2531,7,0,350,1328,88,50
350,84,87,86,350,1022,1946,995,350,24548,47652,23844,350,0,0,0,350,44,239,470
350,84,87,85,350,982,1947,971,350,23484,47509,23306,350,10,0,1,350,328,38,90
350,86,86,86,350,1011,1898,986,350,24245,45928,23548,350,0,0,26,350,57,32,125
350,82,87,86,350,987,2013,999,350,23559,49679,24023,350,0,0,0,350,70,241,472
350,84,85,84,350,988,1964,973,350,23578,48098,23188,350,7,0,0,350,273,32,43
350,85,88,86,350,991,1937,981,350,23675,47000,23344,350,0,28,0,350,39,112,44
350,85,87,89,350,1002,1927,984,350,24119,46641,23388,350,690,7,4,350,150,281,506
350,83,87,88,350,1000,1978,966,350,23981,48513,23065,350,0,0,4,350,246,73,103
350,84,87,89,350,996,1964,995,350,23844,47951,24007,350,0,2,208,350,31,73,179
350,83,88,86,350,969,1966,988,350,22984,48395,23694,350,0,5,0,350,36,287,481
350,84,85,88,350,989,1931,1005,350,23707,47371,24134,350,299,0,0,350,494,40,38
350,85,87,87,350,987,1936,1012,350,23562,47774,24517,350,0,2,1188,350,144,851,219
350,84,89,89,350,1004,2010,979,350,24030,49214,23296,350,0,4,6,350,32,1845,557
350,83,88,87,350,983,1962,994,350,23521,48405,23788,350,0,2,0,350,341,277,48
375,83,87,86,375,995,1937,999,375,23568,47374,23931,375,0,0,6,375,32,101,438
375,85,86,87,375,977,1947,991,375,23029,47743,23701,375,13,0,8,375,99,41,568
375,83,88,87,375,986,1936,990,375,23763,47004,23744,375,0,20,0,375,242,232,75
375,86,87,87,375,994,1975,994,375,23852,48254,23742,375,649,0,2,375,59,106,80
375,86,86,87,375,966,1930,964,375,22947,46758,22707,375,0,0,0,375,118,46,479
375,82,87,88,375,995,1963,965,375,23927,47794,22930,375,0,0,0,375,505,234,44
375,86,88,87,375,1003,1947,996,375,24074,47552,23780,375,821,0,26,375,99,51,128
375,87,87,85,375,1002,1911,972,375,23811,46226,23063,375,0,0,0,375,128,1172,470
375,84,85,84,375,999,1938,965,375,23958,46984,22826,375,0,0,2,375,493,237,90
375,85,85,84,375,984,1957,972,375,23355,47869,23039,375,2,0,6,375,34,51,81
375,83,86,84,375,1006,1948,1005,375,24142,47857,24163,375,0,0,0,375,91,230,489
375,85,86,84,375,966,1976,968,375,22755,48853,23090,375,322,0,0,375,385,237,34
375,53,84,53,375,667,1924,615,375,16234,46867,14674,375,2,0,304,375,72,44,38
375,87,52,97,375,1023,1222,1086,375,24679,30456,25932,375,7,0,0,375,64,203,485
375,93,90,97,375,1060,2024,1079,375,25403,49920,25776,375,0,0,0,375,280,207,46
375,94,94,97,375,1050,2095,1077,375,24999,51405,25767,375,0,2,0,375,67,47,134
375,93,95,95,375,1046,2085,1041,375,24757,50589,24679,375,0,0,0,375,34,410,492
375,92,94,91,375,1050,2127,976,375,24914,51836,22995,375,0,0,0,375,278,266,40
375,92,96,90,375,1052,2090,968,375,24949,50674,22909,375,0,0,0,375,33,36,41
375,91,95,93,375,1084,2071,1016,375,26285,50141,23947,375,0,0,0,375,34,44,490
375,93,96,93,375,1063,2091,1021,375,25369,50662,24355,375,10,0,0,375,264,241,37
375,97,95,99,375,1056,2113,1093,375,24808,51692,25966,375,9,0,0,375,83,37,40
375,97,97,97,375,1076,2006,1075,375,25507,48395,25689,375,0,7,0,375,94,106,509
375,93,100,95,375,1055,2080,1022,375,24824,49915,24338,375,4,5,3,375,278,289,37
375,94,99,98,375,1070,2095,1058,375,25510,50451,25254,375,0,0,0,375,86,42,72
375,92,99,92,375,1052,2096,1017,375,25149,50941,24275,375,0,0,4,375,40,48,498
375,92,99,94,375,1057,2095,1007,375,25279,50863,24070,375,0,5,0,375,256,293,61
375,93,100,98,375,1043,2118,1059,375,24917,51473,25226,375,6,0,0,375,47,34,55
375,100,99,93,375,1075,2088,996,375,25672,50717,23404,375,0,3,0,375,69,46,482
375,97,100,94,375,1055,2080,1011,375,25140,50720,23875,375,2,0,0,375,349,365,45
375,96,99,98,375,1060,2113,1056,375,25176,51000,25112,375,5,2,1,375,51,64,46
375,95,99,94,375,1057,2118,1031,375,25339,50899,24850,375,0,0,0,375,99,203,513
375,94,100,90,375,1060,2086,1006,375,25326,49727,24192,375,4,0,4,375,252,299,56
375,94,100,96,375,1082,2151,1030,375,26054,50693,23927,375,0,0,2,375,68,57,83
375,94,100,92,375,1065,2132,970,375,25543,49993,23089,375,0,0,0,375,53,123,483
375,92,100,98,375,1056,2159,1102,375,25094,50890,26591,375,0,0,7,375,248,267,58
375,92,99,91,375,1037,2143,992,375,24736,50951,23595,375,0,0,0,375,35,34,84
375,90,99,93,375,1061,2189,1024,375,25366,53536,24273,375,0,0,2,375,46,47,490
375,93,99,98,375,1077,2157,1059,375,25879,53032,25311,375,0,6,0,375,251,248,72
375,90,99,91,375,1064,2137,1020,375,25420,52204,24616,375,0,0,0,375,44,92,72
375,93,99,93,375,1079,2080,1009,375,25788,50253,23975,375,0,0,5,375,32,91,494
375,92,100,98,375,1067,2107,1026,375,25646,51472,24420,375,0,0,10,375,255,420,68
375,90,100,92,375,1069,2093,1008,375,25738,51142,24134,375,0,0,0,375,34,437,77
375,92,99,91,375,1061,2097,1003,375,25337,50671,23771,375,0,0,0,375,36,394,500
375,94,99,99,375,1052,2142,1115,375,25170,52167,25642,375,0,0,0,375,661,30,76
375,96,99,97,375,1095,2111,1042,375,26328,51403,24672,375,0,0,0,375,318,34,63
375,92,99,91,375,1076,2052,990,375,25831,50440,23720,375,0,6,0,375,30,302,510
375,91,99,92,375,1053,2071,1022,375,25471,50378,24155,375,0,0,0,375,270,42,39
375,94,99,92,375,1058,2147,984,375,25217,52534,23312,375,0,4,905,375,48,67,57
375,91,99,94,375,1075,2040,995,375,25889,49149,23587,375,0,9,185,375,36,292,636
375,93,100,94,375,1063,2080,988,375,25398,50340,23565,375,0,0,4,375,243,68,254
375,97,99,97,375,1052,2104,991,375,24828,50889,23456,375,8,0,4,375,148,35,55
375,95,100,96,375,1035,2111,1030,375,24502,51405,24668,375,0,0,0,375,37,576,1209
375,100,100,92,375,994,2111,991,375,22956,51448,23712,375,4,0,0,375,274,221,193
375,100,99,95,375,1045,2097,1039,375,22860,51186,24827,375,0,62,3,375,289,144,94
375,100,100,96,375,1043,2089,1026,375,22901,50913,24204,375,4,0,0,375,48,273,596
375,100,100,88,375,1055,2087,953,375,22773,50911,22671,375,0,0,0,375,82,340,90
400,99,99,93,400,1134,2089,985,400,25113,50815,23312,400,575,4,485,400,588,155,157
400,100,99,97,400,1146,2118,1042,400,25278,49743,24909,400,0,8,0,400,76,295,481
400,100,99,86,400,1147,2138,942,400,25290,50838,22602,400,13,0,0,400,81,139,38
400,100,100,93,400,1161,2035,1029,400,25849,47476,24735,400,0,0,0,400,261,461,221
400,100,99,92,400,1171,2165,1030,400,25953,51051,24694,400,0,21,2,400,50,322,876
400,100,99,98,400,1171,2093,1006,400,25773,48992,23970,400,0,342,0,400,46,39,64
400,100,100,97,400,1194,2105,1001,400,26460,49637,23902,400,0,57,349,400,373,182,135
400,100,99,97,400,1180,2191,1038,400,25967,51768,24951,400,0,437,0,400,46,841,651
400,99,99,93,400,1149,2176,1028,400,25133,51588,24745,400,28,0,58,400,81,157,77
400,69,99,89,400,777,2150,956,400,17865,51744,22819,400,207,0,2,400,554,44,262
400,52,47,88,400,606,1029,979,400,14401,24674,23547,400,0,0,0,400,61,384,529
400,98,93,41,400,1113,2031,478,400,25583,49370,11536,400,26,0,0,400,124,36,37
