20,31145,20151014051547
20,126,20151026092938
20,122,20151026093251
20,31145,20151026093518
25,140799,20151005093418
25,140799,20151008003240
25,19,20151021192831
25,140799,20151021192907
28,92434,20151011081525
28,92433,20151014091023
28,92433,20151024231447
37,26361,20151001113700
37,26663,20151007140957
37,26361,20151007141023
37,26082,20151007141204
37,26361,20151007141231
37,26367,20151014153635
37,26368,20151014153659
37,26389,20151021004645
38,29621,20151007143549
38,29735,20151007143924
38,29828,20151007144720
38,29860,20151007163001
38,29855,20151018094440
38,29949,20151018094740
38,30589,20151018095910
38,30800,20151021130650
38,30798,20151021130929
49,16299,20151018181430
49,16264,20151018181503
49,16779,20151022100122
49,16746,20151027133840
49,16745,20151027135548
49,16739,20151029171341
49,16745,20151029171415
49,16778,20151031143152
49,16781,20151031144126
58,145217,20151017110110
58,145271,20151017214341
58,145112,20151023132233
58,145271,20151023132324
58,145279,20151027151612
58,145271,20151027154228
83,49208,20151022212617
83,49259,20151023115127
88,122417,20151021161617
88,122418,20151021161741
90,39288,20151017055109
90,39489,20151017055528
90,39467,20151017060107
90,39606,20151017060839
90,39607,20151017061937
90,39738,20151017144058
90,39739,20151017144247
90,36083,20151019145545
90,65132,20151019150327
90,65503,20151019151227
90,67224,20151019151630
90,67177,20151024140347
92,28143,20151030064849
92,28046,20151030084408
93,103235,20151003182357
93,102698,20151005175507
93,102699,20151005175657
93,102698,20151005175945
93,106062,20151005201706
93,106083,20151006181636
93,106317,20151007145223
93,106346,20151007145409
93,106665,20151011170519
93,106669,20151011170617
93,106722,20151016201328
93,105763,20151017211850
93,105783,20151027144229
93,105810,20151027144318
93,105868,20151027144617
93,106852,20151027205431
99,15381,20151005174400
99,15453,20151005180247
99,15419,20151006150228
99,5868,20151008134633
99,15419,20151008134658
99,15391,20151008134859
100,54931,20151027101312
107,6844,20151007091917
107,6857,20151007091941
111,27257,20151019205042
111,27237,20151019205150
131,71240,20151002224111
131,71243,20151004142609
131,71062,20151012130658
131,71243,20151012134224
131,71062,20151015133318
163,11379,20151026070440
163,11384,20151026070454
205,37516,20151022075833
242,108169,20151004041342
242,108273,20151010085813
242,108279,20151027043133
242,108273,20151027091426
245,82567,20151001125846
810,40474,20151001131049
810,40499,20151022210854
810,40474,20151022210921
812,33481,20151022154339
812,33469,20151031155910
812,33481,20151031160003
813,49183,20151001161257
813,49187,20151020161148
813,49183,20151020171353
814,86323,20151001095325
815,86910,20151007161642
815,87007,20151007161750
815,86908,20151011171329
815,87007,20151011201423
816,60662,20151001131626
816,60469,20151025193303
816,60662,20151025193806
824,30836,20151002153534
824,30922,20151002160252
824,30927,20151002160340
825,58019,20151001152407
826,60852,20151001185202
826,60913,20151009054031
826,60913,20151014073325
826,60909,20151018121629
841,11963,20151008160822
846,119415,20151020140407
846,118578,20151020143002
846,119415,20151020143234
846,119451,20151020143859
846,118578,20151020220924
846,118579,20151029183051
846,118578,20151029183239
847,30234,20151001211659
848,28419,20151001154252
851,23555,20151020114744
851,21918,20151021192914
851,23555,20151021193004
852,3149,20151010112602
853,196128,20151002132658
853,196126,20151002132742
853,196126,20151015090841
853,198928,20151015192754
853,196015,20151016113521
853,196027,20151020105734
853,191638,20151020110232
853,196126,20151020110538
853,196126,20151020170133
854,106275,20151003130905
854,106278,20151003131100
854,106177,20151003131155
854,106169,20151003131423
854,106278,20151003131554
854,106286,20151003131845
854,106247,20151003132227
854,106278,20151003132435
854,106288,20151003161446
854,99731,20151004052819
854,106288,20151004053515
854,106274,20151004061727
854,106288,20151004061840
854,106316,20151004072057
854,106288,20151004072148
854,106318,20151007175158
854,106288,20151007175215
854,106338,20151013180113
854,106350,20151022210014
854,106331,20151022210117
854,106368,20151022210146
854,106359,20151022210246
860,64534,20151015134942
860,65589,20151015135040
860,65648,20151027131510
861,18398,20151004183547
861,18477,20151012104110
862,18575,20151008155754
863,19518,20151008155821
864,17358,20151014151428
864,17317,20151014151619
864,17069,20151024090305
865,4729,20151015063857
865,4820,20151026101657
866,7357,20151009170108
866,7392,20151010064909
866,7401,20151010065210
869,4708,20151008165426
869,4722,20151010170941
869,4708,20151010184958
871,75909,20151021123454
871,75922,20151021125116
871,75939,20151021132110
871,75922,20151021132843
874,74665,20151008155831
876,17859,20151008155834
877,12768,20151008155838
878,18761,20151008155741
879,15405,20151008155738
879,15212,20151008161533
879,15221,20151008170957
881,15328,20151008155842
882,11035,20151001134933
882,10921,20151001144137
882,10879,20151008155547
883,19597,20151008155848
884,8937,20151001101645
884,8998,20151002105546
884,8845,20151013091420
884,8840,20151013092711
884,8786,20151016101829
884,8836,20151019121232
885,7225,20151009124255
885,7233,20151009124336
885,7063,20151013083933
885,7074,20151016100314
885,7051,20151019095951
886,12600,20151002121509
886,12697,20151002121751
887,24514,20151029012252
889,7290,20151009112248
890,14761,20151006111033
890,14854,20151009114446
890,14964,20151012081624
899,11643,20151002112445
901,3566,20151031081128
901,3577,20151031081309
901,1558,20151031082113
907,44711,20151023164448
907,44715,20151025133309
907,44716,20151025133329
910,62685,20151007143708
910,62864,20151014131850
910,62685,20151014132226
910,62691,20151020114915
910,7656,20151020175241
910,62691,20151020175413
912,5282,20151025202557
915,10419,20151030171755
916,10884,20151016104151
916,10976,20151025154353
916,10975,20151030110312
917,11116,20151016155345
917,11177,20151024133829
917,11249,20151029132455
918,9963,20151012112959
918,10022,20151022142627
919,9630,20151002112907
920,9681,20151020101834
922,9509,20151020124806
923,16581,20151008091752
923,16674,20151026080359
924,8441,20151026121218
927,9561,20151008112139
927,9652,20151009095609
932,8476,20151017173939
933,10148,20151017173705
934,19620,20151009112743
934,19674,20151009114833
935,19275,20151006113129
935,19251,20151007112553
936,16476,20151021160111
937,13905,20151017174340
937,14063,20151017174559
938,11247,20151022194851
938,11309,20151024122420
941,18368,20151027060212
941,18329,20151027060623
942,19530,20151026175142
942,19573,20151030170250
943,13219,20151027060838
944,9893,20151017172122
944,9897,20151017172203
944,9917,20151022084603
945,10397,20151007114556
945,10426,20151017172541
945,10447,20151031104452
947,14451,20151029170716
948,12960,20151002114002
948,13176,20151006115355
948,13278,20151006120322
948,13387,20151009115655
948,13487,20151012095916
948,13591,20151013093042
948,13590,20151019124022
948,13688,20151030133209
949,9264,20151007114434
949,9242,20151009121018
949,9242,20151013105800
950,11486,20151016155312
958,51950,20151001060448
958,51950,20151002204104
958,51949,20151003185615
958,51949,20151004105333
958,51949,20151004105403
958,52010,20151004185523
958,52006,20151004185653
958,52089,20151008201632
958,52089,20151010181707
958,51929,20151014155822
958,54328,20151014163513
958,54382,20151014163634
958,54382,20151015163036
958,54279,20151018124228
958,54276,20151018124650
958,54277,20151018124711
958,54277,20151019194314
958,54810,20151019194820
958,54819,20151019210013
958,54819,20151023213031
958,54632,20151024111352
958,54636,20151024111458
958,54636,20151024145458
958,54929,20151025093811
958,54929,20151028111146
958,54932,20151029024505
961,118590,20151020175006
966,10019,20151024103851
967,74661,20151006134105
967,74638,20151010061250
967,74631,20151010061332
967,75350,20151014083221
967,75309,20151018082048
967,75370,20151019080028
967,75430,20151023141226
967,75430,20151024043644
967,75430,20151025215141
970,10646,20151027163811
970,10622,20151027164014
971,11168,20151020124827
971,11172,20151021122509
972,17812,20151001095941
972,17811,20151012093431
972,17927,20151028085921
973,16061,20151023171104
974,11194,20151012080021
974,11198,20151013095859
974,11194,20151013100724
974,11285,20151030115307
975,13199,20151002095537
976,13048,20151013091138
976,13109,20151020154130
977,11285,20151001095210
977,11389,20151001111843
977,11388,20151012094256
979,9724,20151015113826
979,9724,20151019114518
981,17148,20151020084418
985,27405,20151016112944
987,9485,20151001154056
987,9510,20151001155115
987,9705,20151001155940
987,10092,20151003163628
987,10740,20151004152902
987,11517,20151004183553
987,12451,20151006044835
987,13160,20151006153647
987,13765,20151008151105
987,13912,20151012160842
987,14880,20151013050839
987,15177,20151013163851
987,15665,20151013170602
987,14017,20151015143542
987,14226,20151015152357
987,14524,20151015182655
987,15064,20151016145021
987,15141,20151017113116
987,15270,20151017114506
987,16159,20151017120838
987,15711,20151019050258
987,15809,20151019050515
987,16196,20151022200805
987,17750,20151024131447
987,18483,20151025155231
987,18653,20151025165351
987,19301,20151026134904
987,19898,20151026171341
987,20180,20151026173906
987,20446,20151026180216
987,21210,20151027163452
987,22131,20151027165058
987,22421,20151027165609
987,22424,20151028085319
987,22850,20151029130827
987,23680,20151029132100
989,13256,20151001094611
989,13322,20151023164325
991,12803,20151006094411
992,75208,20151026164428
994,6932,20151017064722
994,6889,20151019122112
1004,56025,20151003185632
1004,56028,20151004141753
1004,56148,20151018181734
1004,56223,20151022131431
1006,9794,20151008124707
1006,10486,20151019124947
1008,7142,20151015121819
1009,10150,20151023163255
1009,10218,20151027060510
1010,8021,20151016033503
1012,13989,20151027111740
1014,18200,20151016123050
1014,18280,20151029171709
1015,20940,20151016124526
1016,6915,20151015120615
1027,29759,20151002123136
1027,30219,20151005123912
1027,30321,20151008091903
1027,30357,20151009113457
1027,30429,20151013083134
1027,30928,20151014123452
1027,30603,20151016092051
1027,31127,20151020080223
1027,31340,20151022112751
1028,22663,20151016093018
1028,22737,20151019050443
1028,23028,20151030101422
1029,27509,20151006102813
1029,27854,20151016093904
1029,28188,20151022113845
1030,24579,20151015105803
1030,25141,20151020081914
1030,25327,20151026133421
1030,25368,20151030102320
1032,16760,20151022121628
1033,14723,20151002112816
1034,10401,20151020065750
1035,14536,20151012123737
1035,14612,20151026112445
1035,15497,20151027115942
1035,16769,20151030134751
1036,13338,20151006123111
1037,8330,20151006111534
1038,9680,20151002113711
1038,9649,20151009113043
1039,17474,20151008075720
1041,22320,20151008113303
1047,10200,20151002065523
1047,10308,20151026103423
1048,10367,20151016155244
1049,13736,20151023165732
1050,14772,20151016155104
1051,11873,20151016072349
1051,11958,20151029104304
1052,16779,20151006101653
1052,16893,20151009112947
1052,16853,20151012090106
1052,16919,20151026104119
1052,16931,20151030095317
1053,24421,20151009123208
1053,25287,20151019115300
1055,15321,20151007070917
1055,15604,20151015092706
1056,57324,20151007124601
1056,57227,20151009115606
1056,56999,20151012090958
1056,57242,20151020074925
1056,57446,20151022105824
1056,58037,20151022111435
1056,58226,20151023105021
1056,58395,20151026132256
1056,58326,20151026132825
1056,57940,20151030100220
1057,79076,20151016091219
1057,79233,20151023105840
1058,11362,20151009115052
1061,19517,20151026114108
1062,12798,20151002065452
1062,12888,20151026113757
1063,13959,20151019114817
1063,13961,20151026115458
1064,10337,20151006104120
1100,13797,20151012083650
1100,13872,20151026131613
1101,12821,20151014091115
1101,12380,20151019102253
1103,13747,20151001093040
1103,13521,20151008105404
1103,13967,20151008112839
1103,13972,20151008112954
1103,14297,20151019103629
1103,14395,20151019103703
1103,14471,20151026110134
1104,12196,20151006095722
1104,12522,20151020074029
1105,10412,20151012070825
1105,10506,20151026105751
1107,10864,20151007121402
1107,11010,20151013113953
1107,11135,20151025154240
1107,11233,20151026103156
1108,12002,20151001120219
1108,12150,20151007123330
1109,10890,20151007124040
1109,11240,20151008105805
1110,10587,20151012084629
1110,10526,20151013122501
1111,11780,20151002065610
1111,11873,20151007071005
1111,12000,20151012070914
1111,12108,20151015071330
1111,12222,20151023074601
1116,8114,20151009120843
1117,9689,20151008114301
1117,9763,20151009122029
1117,9842,20151026134700
1119,11053,20151013093012
1119,11151,20151016104120
1120,10194,20151022121336
1121,20056,20151008114735
1121,20148,20151013200838
1121,20159,20151013200901
1122,120688,20151022121108
1122,120809,20151022125525
1126,12601,20151012080359
1126,12714,20151026130939
1127,13761,20151030170210
1128,13105,20151005112613
1128,13022,20151012080448
1128,13114,20151019113456
1128,13194,20151026112803
1128,13217,20151029132407
1129,13425,20151024133740
1130,13591,20151002095641
1130,13840,20151013085126
1130,13717,20151015071417
1131,22695,20151002100245
1131,23254,20151005113830
1131,23327,20151010190754
1131,23254,20151010191146
1131,22460,20151012080945
1131,22558,20151014080252
1131,22830,20151014084430
1131,22835,20151015071843
1131,22847,20151016071436
1131,23109,20151021124640
1131,23379,20151022090724
1131,23449,20151030171725
1132,14602,20151015072844
1132,14680,20151022142529
1133,16092,20151006094815
1133,15960,20151012081937
1133,16254,20151015085122
1133,16297,20151019100123
1134,10399,20151017064620
1134,10487,20151020153959
1135,12364,20151015090516
1135,12442,20151021160008
1136,14257,20151005115137
1136,14087,20151016071805
1136,14203,20151028085849
1136,14573,20151030093314
1136,14483,20151030093943
1137,18425,20151005120619
1137,18477,20151007114743
1137,18738,20151009110249
1137,18860,20151013085839
1137,18992,20151014085141
1137,19163,20151017121027
1137,19119,20151019102011
1137,18973,20151022091337
1137,19128,20151023094233
1141,4666,20151027123058
1153,10123,20151012092952
1153,10208,20151015115842
1154,9981,20151020084743
1154,10066,20151031104319
1156,9719,20151006104445
1157,16822,20151006104716
1158,21544,20151026121300
1174,1824,20151011142854
1174,1789,20151011142910
1175,11531,20151006092724
1177,8388,20151023170952
1177,8389,20151023171127
1178,6471,20151026102817
1180,9761,20151013084123
1180,9823,20151014110407
1180,9905,20151027060734
1181,7223,20151012080055
1181,7345,20151015094956
1181,7459,20151019114330
1181,7525,20151023164259
1181,7613,20151024122315
1185,11113,20151013084516
1186,15630,20151009105257
1186,15628,20151014104849
1186,15849,20151022084845
1186,15933,20151022194743
1186,16071,20151026175033
1187,10706,20151016033418
1208,67871,20151004103643
1208,67871,20151004104042
1208,67874,20151004142352
1208,67875,20151004160822
1208,67873,20151029114401
1208,67736,20151031175616
1211,17997,20151006105016
1211,17893,20151007075932
1211,17980,20151013091836
1212,8614,20151012095053
1213,7492,20151009115524
1214,11143,20151006115321
1215,10799,20151002091007
1216,12325,20151002123125
1216,12399,20151009122120
1216,12478,20151019095911
1217,8462,20151001144707
1245,5639,20151002123100
1245,5735,20151012075409
1246,6655,20151001084601
1246,6766,20151013100008
1246,6790,20151026112257
1246,6896,20151029170627
1246,7000,20151031104346
1247,6940,20151007113120
1248,3945,20151014121947
1248,4146,20151019093618
1249,6469,20151014121059
1249,6449,20151019114039
1250,5632,20151012074852
1251,7010,20151013110342
1251,7010,20151015103413
1252,4831,20151026075816
1253,5685,20151026130237
1253,5796,20151027111847
1254,4933,20151007110939
1254,5025,20151013100557
1254,5099,20151014122951
1254,5191,20151019112258
1255,5555,20151023092727
1256,8005,20151008093914
1256,8364,20151019094354
1257,5237,20151012075500
1257,5321,20151015072654
1257,5731,20151021123157
1258,6926,20151015105043
1261,31273,20151007115055
1268,9632,20151001152937
1271,23539,20151008115557
1272,9285,20151002105517
1272,9287,20151019110907
1272,9407,20151025083835
1273,9610,20151020154042
1273,9689,20151026123210
1275,8223,20151001154102
1276,6816,20151006105955
1301,11560,20151009104056
1301,11538,20151009121001
1301,11642,20151009121241
1301,11738,20151014122602
1301,12206,20151021115041
1302,9036,20151013101232
1302,8959,20151016071118
1302,9049,20151019114756
1303,5575,20151001085008
1303,5649,20151023163230
1304,6515,20151001120133
1304,6363,20151013083520
1304,6455,20151014104438
1304,7033,20151019092420
1305,5649,20151009122537
1305,5508,20151012074502
1305,5604,20151013104106
1305,5604,20151019113741
1306,5502,20151027105149
1307,7158,20151013112956
1307,7311,20151014113216
1308,5061,20151014100609
1308,5167,20151014111915
1308,5265,20151019103416
1308,5598,20151020072707
1309,4639,20151009122054
1309,4638,20151019092807
1313,6567,20151023165630
1313,7085,20151027110132
1314,5160,20151001091433
1314,5236,20151007122401
1326,9067,20151001155126
1326,9138,20151019112239
1327,9447,20151001155946
1327,9539,20151002112408
1327,9620,20151008091829
1327,9717,20151014093901
1328,9568,20151001160650
1329,9238,20151001161335
1329,9347,20151013113537
1329,9432,20151014093617
1330,8121,20151015121748
1331,8363,20151001162230
1332,8215,20151001163102
1333,8940,20151001164004
1333,9018,20151008120857
1337,7695,20151027070931
1343,29762,20151021051655
1348,58357,20151024115911
1348,58346,20151024151233
1374,5783,20151016070320
1375,5309,20151007123005
1377,5218,20151001084631
1377,5046,20151005105504
1377,5168,20151007121317
1377,5236,20151013113245
1377,5232,20151019110143
1378,5859,20151005110719
1378,5941,20151019115025
1378,6019,20151019115220
1379,10750,20151009120827
1379,10861,20151013095019
1379,10939,20151015064202
1379,10803,20151016070902
1380,8728,20151014112647
1380,8855,20151015065413
1380,8974,20151015070648
1381,9083,20151005111145
1381,9723,20151008092517
1381,9897,20151009102821
1381,9991,20151014122421
1381,9897,20151019111636
1381,10354,20151026125119
1381,10758,20151027104534
1382,8312,20151016070025
1385,7905,20151014080820
1386,6913,20151007105622
1387,6920,20151026121415
1389,4782,20151013105728
1390,3041,20151014093839
1390,3153,20151026123409
1391,4313,20151013103355
1391,4389,20151013105153
1392,4603,20151014122231
1392,4523,20151015064954
1392,4527,20151019113115
1393,2726,20151013094103
1404,41574,20151029115918
1404,41576,20151029115936
1410,9011,20151009114410
1410,9110,20151013095947
1410,9224,20151020090802
1412,7042,20151001165722
1412,7042,20151006110611
1413,5878,20151024133707
1414,6229,20151001170817
1415,8268,20151029104229
1416,10021,20151008124010
1419,8290,20151001183200
1419,8387,20151009115626
1420,9578,20151002045703
1420,9494,20151014094838
1420,9579,20151026103129
1427,405,20151001105554
1427,24085,20151001105903
1427,25397,20151023112337
1427,25418,20151025074338
1427,25397,20151025074635
1430,37897,20151027083110
1441,4744,20151021111745
1442,5388,20151006090741
1443,7512,20151005105326
1446,5454,20151009102026
1446,5213,20151015064344
1449,4414,20151013111404
1449,4439,20151030080436
1451,4674,20151001083858
1453,2895,20151001115959
1453,3147,20151006091314
1453,3265,20151013095518
1454,4514,20151027103119
1455,4119,20151007123318
1461,4641,20151009095408
1461,4713,20151010140024
1461,4641,20151010140212
1461,4639,20151013123626
1461,4641,20151013123647
1461,4644,20151013123712
1461,4641,20151013123724
1468,236459,20151007093835
1468,236461,20151007093947
1468,236463,20151021133714
1468,236461,20151021152235
1469,28868,20151002110040
1469,28873,20151002110215
1469,28872,20151002110241
1469,28873,20151002110302
1469,28879,20151002110335
1469,28885,20151002110355
1469,28891,20151002110427
1469,28897,20151002110452
1469,28879,20151002110532
1469,28879,20151002110853
1469,28977,20151002111132
1469,28979,20151002111152
1469,28979,20151002111205
1469,28979,20151002111220
1469,28979,20151002111349
1469,28977,20151002111454
1469,28979,20151002111523
1469,28977,20151002111547
1469,28977,20151002111615
1469,32646,20151004111500
1469,32644,20151004111532
1469,32643,20151004111550
1469,32646,20151004111825
1469,32642,20151004112100
1469,32673,20151004112258
1469,32677,20151004112742
1469,32756,20151004112932
1469,32757,20151004113028
1469,32670,20151004113252
1469,32745,20151004113712
1469,32670,20151004113750
1469,32744,20151004113853
1469,32721,20151004114000
1469,32722,20151004114523
1469,28977,20151004115201
1469,32753,20151004120450
1469,32730,20151004120613
1469,32737,20151004120644
1469,32760,20151004120710
1469,32552,20151004120848
1469,32565,20151004121202
1469,32532,20151004121503
1469,32538,20151004144249
1469,32711,20151006155644
1469,33042,20151012154555
